"Date","Order ID","Type","Detail","Item ID","Document","Price","AU GST","AU RWT","EU VAT","US Sales Tax","US RWT","US BWT","Amount","Site","Other Party Country","Other Party Region","Other Party City","Other Party Zipcode"
"2019-03-13 20:51:57 +1100","101499195","Sale","Mukidi Vertical Premium Presentation (Regular License)","19360995","IVIP31176882","12.00","","","","","","","12.00","GraphicRiver","France","Centre","Orléans","45000"
"2019-03-13 04:47:01 +1100","101456594","Author Fee","Author Fee for sale IVIP31164403","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-13 04:47:01 +1100","101456594","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31164403","14.00","","","","","","","14.00","GraphicRiver","Mexico","","Puebla",""
"2019-03-12 23:55:47 +1100","101434489","Author Fee","Author Fee for sale IVIP31157914","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-12 23:55:47 +1100","101434489","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31157914","14.00","","","","","","","14.00","GraphicRiver","United Kingdom","","Staines","TW18 1DT"
"2019-03-12 23:55:24 +1100","101434363","Author Fee","Author Fee for sale IVIP31157903","20261194","","1.88","","","","","","","-1.88","GraphicRiver","","","",""
"2019-03-12 23:55:24 +1100","101434363","Sale","Glory Presentation - Business Pack Powerpoint Template (Regular License)","20261194","IVIP31157903","15.00","","","","","","","15.00","GraphicRiver","Australia","Victoria","wychitella","3525"
"2019-03-12 19:04:11 +1100","101416455","Author Fee","Author Fee for sale IVIP31152647","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-12 19:04:11 +1100","101416455","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31152647","14.00","","","","","","","14.00","GraphicRiver","Belgium","Liege","Hognoul","4342 "
"2019-03-12 15:25:30 +1100","101408788","Author Fee","Author Fee for sale IVIP31150556","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-12 15:25:30 +1100","101408788","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31150556","14.00","","","","","1.40","","12.60","GraphicRiver","United States","Ohio","Columbus","43206"
"2019-03-12 05:59:34 +1100","101385193","Author Fee","Author Fee for sale IVIP31143570","22349088","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-12 05:59:34 +1100","101385193","Sale","Excellent Portrait A4 PowerPoint Presentation Template (Regular License)","22349088","IVIP31143570","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Texas","houston","77077"
"2019-03-12 05:33:49 +1100","101383550","Author Fee","Author Fee for sale IVIP31143081","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-12 05:33:49 +1100","101383550","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31143081","14.00","","","","","1.40","","12.60","GraphicRiver","United States","California","Tiburon","94920"
"2019-03-12 02:57:06 +1100","101372858","Author Fee","Author Fee for sale IVIP31139852","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-12 02:57:06 +1100","101372858","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31139852","14.00","","","","","","","14.00","GraphicRiver","Netherlands","","Arnhem",""
"2019-03-11 23:31:39 +1100","101357897","Author Fee","Author Fee for sale IVIP31135487","23350368","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-11 23:31:39 +1100","101357897","Sale","Higher Creative Startup Technology PowerPoint Template (Regular License)","23350368","IVIP31135487","12.00","","","","","1.20","","10.80","GraphicRiver","United States","New York","New York","10036"
"2019-03-11 18:08:32 +1100","101339965","Author Fee","Author Fee for sale IVIP31130275","21406721","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-11 18:08:32 +1100","101339965","Sale","Luxica Presentation Template (Regular License)","21406721","IVIP31130275","12.00","","","","","","","12.00","GraphicRiver","Turks and Caicos Islands","","Providenciales",""
"2019-03-11 12:02:50 +1100","101329337","Author Fee","Author Fee for sale IVIP31127233","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-11 12:02:50 +1100","101329337","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31127233","14.00","","","","","","","14.00","GraphicRiver","Honduras","Atlantida","La Ceiba","504"
"2019-03-11 10:21:53 +1100","101326607","Author Fee","Author Fee for sale IVIP31126335","21620470","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-11 10:21:53 +1100","101326607","Sale","Capone Automotive Presentation Template (Regular License)","21620470","IVIP31126335","12.00","","","","","1.20","","10.80","GraphicRiver","United States","California","Paramount","90723"
"2019-03-11 06:50:28 +1100","101319169","Author Fee","Author Fee for sale IVIP31124338","17457203","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-11 06:50:28 +1100","101319169","Sale","Arezzo PowerPoint Presentation (Regular License)","17457203","IVIP31124338","12.00","","","","","","","12.00","GraphicRiver","South Africa","Johannesburg","Pretoria","0181"
"2019-03-11 04:03:35 +1100","101312261","Author Fee","Author Fee for sale IVIP31122502","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-11 04:03:35 +1100","101312261","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31122502","14.00","","","","","","","14.00","GraphicRiver","Belgium","","Hingene","2880"
"2019-03-11 04:03:34 +1100","101312261","Author Fee","Author Fee for sale IVIP31122501","20261194","","1.88","","","","","","","-1.88","GraphicRiver","","","",""
"2019-03-11 04:03:34 +1100","101312261","Sale","Glory Presentation - Business Pack Powerpoint Template (Regular License)","20261194","IVIP31122501","15.00","","","","","","","15.00","GraphicRiver","Belgium","","Hingene","2880"
"2019-03-11 03:59:30 +1100","101312228","Author Fee","Author Fee for sale IVIP31122467","23267072","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-11 03:59:30 +1100","101312228","Sale","Zoomin Portfolio & Photography PowerPoint Template (Regular License)","23267072","IVIP31122467","12.00","","","","","","","12.00","GraphicRiver","Spain","Madrid","Madrid","28049"
"2019-03-10 21:09:26 +1100","101296506","Author Fee","Author Fee for sale IVIP31118641","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-10 21:09:26 +1100","101296506","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31118641","14.00","","","","","","","14.00","GraphicRiver","Thailand","Sutep","Chiangmai","50200"
"2019-03-10 21:08:03 +1100","101296567","Author Fee","Author Fee for sale IVIP31118628","22057833","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-10 21:08:03 +1100","101296567","Sale","Foundation Premium Presentation Template (Regular License)","22057833","IVIP31118628","12.00","","","","","","","12.00","GraphicRiver","India","Maharashtra","Mumbai","421301"
"2019-03-10 19:55:31 +1100","101294282","Author Fee","Author Fee for sale IVIP31118018","13215178","","1.13","","","","","","","-1.13","GraphicRiver","","","",""
"2019-03-10 19:55:31 +1100","101294282","Sale","Spotless Presentation Template (Regular License)","13215178","IVIP31118018","9.00","","","","","","","9.00","GraphicRiver","France","","argenteuil","95100"
"2019-03-10 17:43:30 +1100","101291266","Author Fee","Author Fee for sale IVIP31117207","23350368","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-10 17:43:30 +1100","101291266","Sale","Higher Creative Startup Technology PowerPoint Template (Regular License)","23350368","IVIP31117207","12.00","","","","","","","12.00","GraphicRiver","Finland","Uusimaa","Helsinki","00710"
"2019-03-10 16:44:54 +1100","101289952","Author Fee","Author Fee for sale IVIP31116870","23383582","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-10 16:44:54 +1100","101289952","Sale","Big Project - Multipurpose Infographic Template (Regular License)","23383582","IVIP31116870","14.00","","","","","1.40","","12.60","GraphicRiver","United States","Delaware","Newark","19702"
"2019-03-10 07:17:04 +1100","101276314","Author Fee","Author Fee for sale IVIP31113248","23350368","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-10 07:17:04 +1100","101276314","Sale","Higher Creative Startup Technology PowerPoint Template (Regular License)","23350368","IVIP31113248","12.00","","","","","1.20","","10.80","GraphicRiver","United States","California","Yorba Linda","92886"
"2019-03-10 04:33:14 +1100","101269819","Author Fee","Author Fee for sale IVIP31111550","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-10 04:33:14 +1100","101269819","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31111550","14.00","","","","","1.40","","12.60","GraphicRiver","United States","Texas","League City","77573"
"2019-03-09 20:25:09 +1100","101251050","Author Fee","Author Fee for sale IVIP31106851","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-09 20:25:09 +1100","101251050","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31106851","14.00","","","","","1.40","","12.60","GraphicRiver","United States","Arizona","DEWEY","86327"
"2019-03-09 16:33:44 +1100","101244980","Author Fee","Author Fee for sale IVIP31105395","21771651","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-09 16:33:44 +1100","101244980","Sale","Giant Construction PowerPoint Presentation Template (Regular License)","21771651","IVIP31105395","12.00","","","","","","","12.00","GraphicRiver","Russian Federation","Chelyabinskaya oblast","Ozersk","456780"
"2019-03-09 14:14:24 +1100","101241961","Author Fee","Author Fee for sale IVIP31104652","21366469","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-09 14:14:24 +1100","101241961","Sale","The Greensun Presentation Template (Regular License)","21366469","IVIP31104652","12.00","","","","","","","12.00","GraphicRiver","Mexico","NL","Monterrey","64650"
"2019-03-09 13:04:25 +1100","101240503","Author Fee","Author Fee for sale IVIP31104237","21528800","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-09 13:04:25 +1100","101240503","Sale","Brainesco Education PowerPoint Presentation Template (Regular License)","21528800","IVIP31104237","12.00","","","","","1.20","","10.80","GraphicRiver","United States","New Mexico","Albuquerque","87112"
"2019-03-09 09:43:52 +1100","101235412","Author Fee","Author Fee for sale IVIP31102812","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-09 09:43:52 +1100","101235412","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31102812","14.00","","","","","1.40","","12.60","GraphicRiver","United States","North Carolina","Charlotte","28204"
"2019-03-09 09:39:49 +1100","101235266","Author Fee","Author Fee for sale IVIP31102777","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-09 09:39:49 +1100","101235266","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31102777","14.00","","","","","","","14.00","GraphicRiver","United Kingdom","","London","W85JB"
"2019-03-09 09:14:24 +1100","101234365","Author Fee","Author Fee for sale IVIP31102478","23350368","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-09 09:14:24 +1100","101234365","Sale","Higher Creative Startup Technology PowerPoint Template (Regular License)","23350368","IVIP31102478","12.00","","","","","1.20","","10.80","GraphicRiver","United States","California","Castaic","91384"
"2019-03-09 06:16:23 +1100","101225619","Author Fee","Author Fee for sale IVIP31100023","21821134","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-09 06:16:23 +1100","101225619","Sale","Prestigious Portrait Presentation Template (Regular License)","21821134","IVIP31100023","12.00","","","","","","","12.00","GraphicRiver","France","","Paris","75008"
"2019-03-09 04:34:22 +1100","101220280","Author Fee","Author Fee for sale IVIP31098406","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-09 04:34:22 +1100","101220280","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31098406","14.00","","","","","","","14.00","GraphicRiver","Singapore","","Singapore","650308"
"2019-03-09 04:30:09 +1100","101219962","Author Fee","Author Fee for sale IVIP31098320","23172626","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-09 04:30:09 +1100","101219962","Sale","Autoventure Automotive PowerPoint Template (Regular License)","23172626","IVIP31098320","12.00","","","","","","","12.00","GraphicRiver","Italy","caserta","santa maria a vico","81028"
"2019-03-08 23:38:23 +1100","101202092","Author Fee","Author Fee for sale IVIP31093109","19743917","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-08 23:38:23 +1100","101202092","Sale","Grafico Keynote Presentation Template (Regular License)","19743917","IVIP31093109","12.00","","","","","","","12.00","GraphicRiver","Turkey","Nilufer","Bursa","16170"
"2019-03-08 13:35:43 +1100","101176934","Author Fee","Author Fee for sale IVIP31085964","21122989","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-08 13:35:43 +1100","101176934","Sale","Visionary - Attractive PowerPoint Design (Regular License)","21122989","IVIP31085964","12.00","","","","","1.20","","10.80","GraphicRiver","United States","California","San Jose","95125"
"2019-03-08 10:11:09 +1100","101170622","Author Fee","Author Fee for sale IVIP31084090","19259123","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-08 10:11:09 +1100","101170622","Sale","2017 Project Presentation Template (Regular License)","19259123","IVIP31084090","14.00","","","","","","","14.00","GraphicRiver","Canada","New Brunswick","Dieppe","E1A1K9"
"2019-03-08 02:31:00 +1100","101142099","Author Fee","Author Fee for sale IVIP31075450","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-08 02:31:00 +1100","101142099","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31075450","14.00","","","","","","","14.00","GraphicRiver","Canada","Ontario","Toronto","M2K0A3"
"2019-03-07 12:42:28 +1100","101100486","Author Fee","Author Fee for sale IVIP31063055","17844625","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-07 12:42:28 +1100","101100486","Sale","Golazo PowerPoint Presentation (Regular License)","17844625","IVIP31063055","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Nevada","Las Vegas","89119-6629"
"2019-03-07 10:48:28 +1100","101096605","Sale Reversal","Reversal of 2018 Epic Presentation Template (Regular License)","21194302","CNIP219929","14.00","","","","","","","-14.00","GraphicRiver","France","","vilefranche","69400"
"2019-03-07 10:48:28 +1100","101096605","Author Fee Reversal","Reversal of Author Fee for sale IVIP31061806","21194302","","1.75","","","","","","","1.75","GraphicRiver","","","",""
"2019-03-07 10:47:04 +1100","101096838","Author Fee","Author Fee for sale IVIP31061883","19360995","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-07 10:47:04 +1100","101096838","Sale","Mukidi Vertical Premium Presentation (Regular License)","19360995","IVIP31061883","12.00","","","","","","","12.00","GraphicRiver","Mexico","","San Pedro Garza García",""
"2019-03-07 10:41:17 +1100","101096605","Author Fee","Author Fee for sale IVIP31061806","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-07 10:41:17 +1100","101096605","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31061806","14.00","","","","","","","14.00","GraphicRiver","France","","vilefranche","69400"
"2019-03-07 09:33:13 +1100","101093671","Author Fee","Author Fee for sale IVIP31060935","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-07 09:33:13 +1100","101093671","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31060935","14.00","","","","","","","14.00","GraphicRiver","Israel","Israel","Holon","5816302"
"2019-03-07 09:10:49 +1100","101092667","Author Fee","Author Fee for sale IVIP31060616","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-07 09:10:49 +1100","101092667","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31060616","14.00","","","","","","","14.00","GraphicRiver","Germany","","Offenbach am Main","63067"
"2019-03-07 08:19:37 +1100","101089752","Author Fee","Author Fee for sale IVIP31059793","21528800","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-07 08:19:37 +1100","101089752","Sale","Brainesco Education PowerPoint Presentation Template (Regular License)","21528800","IVIP31059793","12.00","","","","","1.20","","10.80","GraphicRiver","United States","Texas","Grapevine ","76051"
"2019-03-07 06:04:58 +1100","101081641","Author Fee","Author Fee for sale IVIP31057357","21996439","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-07 06:04:58 +1100","101081641","Sale","Vanilla Food and Culinary PowerPoint Template (Regular License)","21996439","IVIP31057357","12.00","","","","","","","12.00","GraphicRiver","Netherlands","Noord-Holland ","Heiloo ","1851ZN "
"2019-03-06 21:46:08 +1100","101047295","Author Fee","Author Fee for sale IVIP31047250","20358826","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-06 21:46:08 +1100","101047295","Sale","Good Food Presentation Template (Regular License)","20358826","IVIP31047250","12.00","","","","","","","12.00","GraphicRiver","Ireland","Wicklow","Arklow","Y14 T440"
"2019-03-06 21:09:59 +1100","101044689","Author Fee","Author Fee for sale IVIP31046571","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-06 21:09:59 +1100","101044689","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31046571","14.00","","","","","","","14.00","GraphicRiver","Montenegro","Montenegro","Herceg Novi","85340"
"2019-03-06 20:19:58 +1100","101041166","Author Fee","Author Fee for sale IVIP31045636","21194302","","1.75","","","","","","","-1.75","GraphicRiver","","","",""
"2019-03-06 20:19:58 +1100","101041166","Sale","2018 Epic Presentation Template (Regular License)","21194302","IVIP31045636","14.00","","","","","","","14.00","GraphicRiver","France","","strasbourg","67000"
"2019-03-06 14:14:00 +1100","101027070","Author Fee","Author Fee for sale IVIP31041480","22605114","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-06 14:14:00 +1100","101027070","Sale","Cryptos - Crypto Currency PowerPoint Template (Regular License)","22605114","IVIP31041480","12.00","","","","","","","12.00","GraphicRiver","Malta","","Il-Mellieħa",""
"2019-03-06 11:39:38 +1100","101022013","Author Fee","Author Fee for sale IVIP31039948","22136806","","1.50","","","","","","","-1.50","GraphicRiver","","","",""
"2019-03-06 11:39:38 +1100","101022013","Sale","Promiere Business Presentation Template (Regular License)","22136806","IVIP31039948","12.00","","","","","1.20","","10.80","GraphicRiver","United States","California","Corona","92880"
